+----------------+--------------------------------------------------------------------------+------------------------------------------------+
| U+04DA->U+04D9 | CYRILLIC CAPITAL LETTER SCHWA WITH DIAERESIS                             | CYRILLIC SMALL LETTER SCHWA                    |
| U+04DB->U+04D9 | CYRILLIC SMALL LETTER SCHWA WITH DIAERESIS                               | CYRILLIC SMALL LETTER SCHWA                    |
| U+04DC->U+0436 | CYRILLIC CAPITAL LETTER ZHE WITH DIAERESIS                               | CYRILLIC SMALL LETTER ZHE                      |
| U+04DD->U+0436 | CYRILLIC SMALL LETTER ZHE WITH DIAERESIS                                 | CYRILLIC SMALL LETTER ZHE                      |
| U+04DE->U+0437 | CYRILLIC CAPITAL LETTER ZE WITH DIAERESIS                                | CYRILLIC SMALL LETTER ZE                       |
| U+04DF->U+0437 | CYRILLIC SMALL LETTER ZE WITH DIAERESIS                                  | CYRILLIC SMALL LETTER ZE                       |
| U+04E0->U+04E1 | CYRILLIC CAPITAL LETTER ABKHASIAN DZE                                    | CYRILLIC SMALL LETTER ABKHASIAN DZE            |
| U+04E2->U+0438 | CYRILLIC CAPITAL LETTER I WITH MACRON                                    | CYRILLIC SMALL LETTER I                        |
| U+04E3->U+0438 | CYRILLIC SMALL LETTER I WITH MACRON                                      | CYRILLIC SMALL LETTER I                        |
| U+04E4->U+0438 | CYRILLIC CAPITAL LETTER I WITH DIAERESIS                                 | CYRILLIC SMALL LETTER I                        |
| U+04E5->U+0438 | CYRILLIC SMALL LETTER I WITH DIAERESIS                                   | CYRILLIC SMALL LETTER I                        |
| U+04E6->U+043E | CYRILLIC CAPITAL LETTER O WITH DIAERESIS                                 | CYRILLIC SMALL LETTER O                        |
| U+04E7->U+043E | CYRILLIC SMALL LETTER O WITH DIAERESIS                                   | CYRILLIC SMALL LETTER O                        |
| U+04E8->U+043E | CYRILLIC CAPITAL LETTER BARRED O                                         | CYRILLIC SMALL LETTER O                        |
| U+04E9->U+043E | CYRILLIC SMALL LETTER BARRED O                                           | CYRILLIC SMALL LETTER O                        |
| U+04EA->U+043E | CYRILLIC CAPITAL LETTER BARRED O WITH DIAERESIS                          | CYRILLIC SMALL LETTER O                        |
| U+04EB->U+043E | CYRILLIC SMALL LETTER BARRED O WITH DIAERESIS                            | CYRILLIC SMALL LETTER O                        |
| U+04EC->U+044D | CYRILLIC CAPITAL LETTER E WITH DIAERESIS                                 | CYRILLIC SMALL LETTER E                        |
| U+04ED->U+044D | CYRILLIC SMALL LETTER E WITH DIAERESIS                                   | CYRILLIC SMALL LETTER E                        |
| U+04EE->U+0443 | CYRILLIC CAPITAL LETTER U WITH MACRON                                    | CYRILLIC SMALL LETTER U                        |
| U+04EF->U+0443 | CYRILLIC SMALL LETTER U WITH MACRON                                      | CYRILLIC SMALL LETTER U                        |
| U+04F0->U+0443 | CYRILLIC CAPITAL LETTER U WITH DIAERESIS                                 | CYRILLIC SMALL LETTER U                        |
| U+04F1->U+0443 | CYRILLIC SMALL LETTER U WITH DIAERESIS                                   | CYRILLIC SMALL LETTER U                        |
| U+04F2->U+0443 | CYRILLIC CAPITAL LETTER U WITH DOUBLE ACUTE                              | CYRILLIC SMALL LETTER U                        |
| U+04F3->U+0443 | CYRILLIC SMALL LETTER U WITH DOUBLE ACUTE                                | CYRILLIC SMALL LETTER U                        |
| U+04F4->U+0447 | CYRILLIC CAPITAL LETTER CHE WITH DIAERESIS                               | CYRILLIC SMALL LETTER CHE                      |
| U+04F5->U+0447 | CYRILLIC SMALL LETTER CHE WITH DIAERESIS                                 | CYRILLIC SMALL LETTER CHE                      |
| U+04F6->U+0433 | CYRILLIC CAPITAL LETTER GHE WITH DESCENDER                               | CYRILLIC SMALL LETTER GHE                      |
| U+04F7->U+0433 | CYRILLIC SMALL LETTER GHE WITH DESCENDER                                 | CYRILLIC SMALL LETTER GHE                      |
| U+04F8->U+044B | CYRILLIC CAPITAL LETTER YERU WITH DIAERESIS                              | CYRILLIC SMALL LETTER YERU                     |
| U+04F9->U+044B | CYRILLIC SMALL LETTER YERU WITH DIAERESIS                                | CYRILLIC SMALL LETTER YERU                     |
| U+04FA->U+0433 | CYRILLIC CAPITAL LETTER GHE WITH STROKE AND HOOK                         | CYRILLIC SMALL LETTER GHE                      |
| U+04FB->U+0433 | CYRILLIC SMALL LETTER GHE WITH STROKE AND HOOK                           | CYRILLIC SMALL LETTER GHE                      |
| U+04FC->U+0445 | CYRILLIC CAPITAL LETTER HA WITH HOOK                                     | CYRILLIC SMALL LETTER HA                       |
| U+04FD->U+0445 | CYRILLIC SMALL LETTER HA WITH HOOK                                       | CYRILLIC SMALL LETTER HA                       |
| U+04FE->U+0445 | CYRILLIC CAPITAL LETTER HA WITH STROKE                                   | CYRILLIC SMALL LETTER HA                       |
| U+04FF->U+0445 | CYRILLIC SMALL LETTER HA WITH STROKE                                     | CYRILLIC SMALL LETTER HA                       |
| U+0419->U+0438 | CYRILLIC CAPITAL LETTER SHORT I                                          | CYRILLIC SMALL LETTER I                        |
| U+0386->U+03B1 | GREEK CAPITAL LETTER ALPHA WITH TONOS                                    | GREEK SMALL LETTER ALPHA                       |
| U+0388->U+03B5 | GREEK CAPITAL LETTER EPSILON WITH TONOS                                  | GREEK SMALL LETTER EPSILON                     |
| U+0389->U+03B7 | GREEK CAPITAL LETTER ETA WITH TONOS                                      | GREEK SMALL LETTER ETA                         |
| U+038A->U+03B9 | GREEK CAPITAL LETTER IOTA WITH TONOS                                     | GREEK SMALL LETTER IOTA                        |
| U+038C->U+03BF | GREEK CAPITAL LETTER OMICRON WITH TONOS                                  | GREEK SMALL LETTER OMICRON                     |
| U+038E->U+03C5 | GREEK CAPITAL LETTER UPSILON WITH TONOS                                  | GREEK SMALL LETTER UPSILON                     |
| U+038F->U+03C9 | GREEK CAPITAL LETTER OMEGA WITH TONOS                                    | GREEK SMALL LETTER OMEGA                       |
| U+0390->U+03B9 | GREEK SMALL LETTER IOTA WITH DIALYTIKA AND TONOS                         | GREEK SMALL LETTER IOTA                        |
| U+03AA->U+03B9 | GREEK CAPITAL LETTER IOTA WITH DIALYTIKA                                 | GREEK SMALL LETTER IOTA                        |
| U+03AB->U+03C5 | GREEK CAPITAL LETTER UPSILON WITH DIALYTIKA                              | GREEK SMALL LETTER UPSILON                     |
| U+03AC->U+03B1 | GREEK SMALL LETTER ALPHA WITH TONOS                                      | GREEK SMALL LETTER ALPHA                       |
| U+03AD->U+03B5 | GREEK SMALL LETTER EPSILON WITH TONOS                                    | GREEK SMALL LETTER EPSILON                     |
| U+03AE->U+03B7 | GREEK SMALL LETTER ETA WITH TONOS                                        | GREEK SMALL LETTER ETA                         |
| U+03AF->U+03B9 | GREEK SMALL LETTER IOTA WITH TONOS                                       | GREEK SMALL LETTER IOTA                        |
| U+03B0->U+03C5 | GREEK SMALL LETTER UPSILON WITH DIALYTIKA AND TONOS                      | GREEK SMALL LETTER UPSILON                     |
| U+03CA->U+03B9 | GREEK SMALL LETTER IOTA WITH DIALYTIKA                                   | GREEK SMALL LETTER IOTA                        |
| U+03CB->U+03C5 | GREEK SMALL LETTER UPSILON WITH DIALYTIKA                                | GREEK SMALL LETTER UPSILON                     |
| U+03CC->U+03BF | GREEK SMALL LETTER OMICRON WITH TONOS                                    | GREEK SMALL LETTER OMICRON                     |
| U+03CD->U+03C5 | GREEK SMALL LETTER UPSILON WITH TONOS                                    | GREEK SMALL LETTER UPSILON                     |
| U+03CE->U+03C9 | GREEK SMALL LETTER OMEGA WITH TONOS                                      | GREEK SMALL LETTER OMEGA                       |
| U+03D0->U+03B2 | GREEK BETA SYMBOL                                                        | GREEK SMALL LETTER BETA                        |
| U+03D1->U+03B8 | GREEK THETA SYMBOL                                                       | GREEK SMALL LETTER THETA                       |
| U+03D2->U+03C5 | GREEK UPSILON WITH HOOK SYMBOL                                           | GREEK SMALL LETTER UPSILON                     |
| U+03D3->U+03C5 | GREEK UPSILON WITH ACUTE AND HOOK SYMBOL                                 | GREEK SMALL LETTER UPSILON                     |
| U+03D4->U+03C5 | GREEK UPSILON WITH DIAERESIS AND HOOK SYMBOL                             | GREEK SMALL LETTER UPSILON                     |
| U+03D5->U+03C6 | GREEK PHI SYMBOL                                                         | GREEK SMALL LETTER PHI                         |
| U+03D6->U+03C0 | GREEK PI SYMBOL                                                          | GREEK SMALL LETTER PI                          |
| U+03D8->U+03D9 | GREEK LETTER ARCHAIC KOPPA                                               | GREEK SMALL LETTER ARCHAIC KOPPA               |
| U+03DA->U+03DB | GREEK LETTER STIGMA                                                      | GREEK SMALL LETTER STIGMA                      |
| U+03DC->U+03DD | GREEK LETTER DIGAMMA                                                     | GREEK SMALL LETTER DIGAMMA                     |
| U+03DE->U+03DF | GREEK LETTER KOPPA                                                       | GREEK SMALL LETTER KOPPA                       |
| U+03E0->U+03E1 | GREEK LETTER SAMPI                                                       | GREEK SMALL LETTER SAMPI                       |
| U+03E2->U+03E3 | COPTIC CAPITAL LETTER SHEI                                               | COPTIC SMALL LETTER SHEI                       |
| U+03E4->U+03E5 | COPTIC CAPITAL LETTER FEI                                                | COPTIC SMALL LETTER FEI                        |
| U+03E6->U+03E7 | COPTIC CAPITAL LETTER KHEI                                               | COPTIC SMALL LETTER KHEI                       |
| U+03E8->U+03E9 | COPTIC CAPITAL LETTER HORI                                               | COPTIC SMALL LETTER HORI                       |
| U+03EA->U+03EB | COPTIC CAPITAL LETTER GANGIA                                             | COPTIC SMALL LETTER GANGIA                     |
| U+03EC->U+03ED | COPTIC CAPITAL LETTER SHIMA                                              | COPTIC SMALL LETTER SHIMA                      |
| U+03EE->U+03EF | COPTIC CAPITAL LETTER DEI                                                | COPTIC SMALL LETTER DEI                        |
| U+03F0->U+03BA | GREEK KAPPA SYMBOL                                                       | GREEK SMALL LETTER KAPPA                       |
| U+03F1->U+03C1 | GREEK RHO SYMBOL                                                         | GREEK SMALL LETTER RHO                         |
| U+03F2->U+03C3 | GREEK LUNATE SIGMA SYMBOL                                                | GREEK SMALL LETTER SIGMA                       |
| U+03F4->U+03B8 | GREEK CAPITAL THETA SYMBOL                                               | GREEK SMALL LETTER THETA                       |
| U+03F5->U+03B5 | GREEK LUNATE EPSILON SYMBOL                                              | GREEK SMALL LETTER EPSILON                     |
| U+03F6->U+03B5 | GREEK REVERSED LUNATE EPSILON SYMBOL                                     | GREEK SMALL LETTER EPSILON                     |
| U+03F7->U+03F8 | GREEK CAPITAL LETTER SHO                                                 | GREEK SMALL LETTER SHO                         |
| U+03F9->U+03C3 | GREEK CAPITAL LUNATE SIGMA SYMBOL                                        | GREEK SMALL LETTER SIGMA                       |
| U+03FA->U+03FB | GREEK CAPITAL LETTER SAN                                                 | GREEK SMALL LETTER SAN                         |
| U+1F00->U+03B1 | GREEK SMALL LETTER ALPHA WITH PSILI                                      | GREEK SMALL LETTER ALPHA                       |
| U+1F01->U+03B1 | GREEK SMALL LETTER ALPHA WITH DASIA                                      | GREEK SMALL LETTER ALPHA                       |
| U+1F02->U+03B1 | GREEK SMALL LETTER ALPHA WITH PSILI AND VARIA                            | GREEK SMALL LETTER ALPHA                       |
| U+1F03->U+03B1 | GREEK SMALL LETTER ALPHA WITH DASIA AND VARIA                            | GREEK SMALL LETTER ALPHA                       |
| U+1F04->U+03B1 | GREEK SMALL LETTER ALPHA WITH PSILI AND OXIA                             | GREEK SMALL LETTER ALPHA                       |
| U+1F05->U+03B1 | GREEK SMALL LETTER ALPHA WITH DASIA AND OXIA                             | GREEK SMALL LETTER ALPHA                       |
| U+1F06->U+03B1 | GREEK SMALL LETTER ALPHA WITH PSILI AND PERISPOMENI                      | GREEK SMALL LETTER ALPHA                       |
| U+1F07->U+03B1 | GREEK SMALL LETTER ALPHA WITH DASIA AND PERISPOMENI                      | GREEK SMALL LETTER ALPHA                       |
| U+1F08->U+03B1 | GREEK CAPITAL LETTER ALPHA WITH PSILI                                    | GREEK SMALL LETTER ALPHA                       |
| U+1F09->U+03B1 | GREEK CAPITAL LETTER ALPHA WITH DASIA                                    | GREEK SMALL LETTER ALPHA                       |
| U+1F0A->U+03B1 | GREEK CAPITAL LETTER ALPHA WITH PSILI AND VARIA                          | GREEK SMALL LETTER ALPHA                       |
| U+1F0B->U+03B1 | GREEK CAPITAL LETTER ALPHA WITH DASIA AND VARIA                          | GREEK SMALL LETTER ALPHA                       |
| U+1F0C->U+03B1 | GREEK CAPITAL LETTER ALPHA WITH PSILI AND OXIA                           | GREEK SMALL LETTER ALPHA                       |
| U+1F0D->U+03B1 | GREEK CAPITAL LETTER ALPHA WITH DASIA AND OXIA                           | GREEK SMALL LETTER ALPHA                       |
| U+1F0E->U+03B1 | GREEK CAPITAL LETTER ALPHA WITH PSILI AND PERISPOMENI                    | GREEK SMALL LETTER ALPHA                       |
| U+1F0F->U+03B1 | GREEK CAPITAL LETTER ALPHA WITH DASIA AND PERISPOMENI                    | GREEK SMALL LETTER ALPHA                       |
| U+1F10->U+03B5 | GREEK SMALL LETTER EPSILON WITH PSILI                                    | GREEK SMALL LETTER EPSILON                     |
| U+1F11->U+03B5 | GREEK SMALL LETTER EPSILON WITH DASIA                                    | GREEK SMALL LETTER EPSILON                     |
| U+1F12->U+03B5 | GREEK SMALL LETTER EPSILON WITH PSILI AND VARIA                          | GREEK SMALL LETTER EPSILON                     |
| U+1F13->U+03B5 | GREEK SMALL LETTER EPSILON WITH DASIA AND VARIA                          | GREEK SMALL LETTER EPSILON                     |
| U+1F14->U+03B5 | GREEK SMALL LETTER EPSILON WITH PSILI AND OXIA                           | GREEK SMALL LETTER EPSILON                     |
| U+1F15->U+03B5 | GREEK SMALL LETTER EPSILON WITH DASIA AND OXIA                           | GREEK SMALL LETTER EPSILON                     |
| U+1F18->U+03B5 | GREEK CAPITAL LETTER EPSILON WITH PSILI                                  | GREEK SMALL LETTER EPSILON                     |
| U+1F19->U+03B5 | GREEK CAPITAL LETTER EPSILON WITH DASIA                                  | GREEK SMALL LETTER EPSILON                     |
| U+1F1A->U+03B5 | GREEK CAPITAL LETTER EPSILON WITH PSILI AND VARIA                        | GREEK SMALL LETTER EPSILON                     |
| U+1F1B->U+03B5 | GREEK CAPITAL LETTER EPSILON WITH DASIA AND VARIA                        | GREEK SMALL LETTER EPSILON                     |
| U+1F1C->U+03B5 | GREEK CAPITAL LETTER EPSILON WITH PSILI AND OXIA                         | GREEK SMALL LETTER EPSILON                     |
| U+1F1D->U+03B5 | GREEK CAPITAL LETTER EPSILON WITH DASIA AND OXIA                         | GREEK SMALL LETTER EPSILON                     |
| U+1F20->U+03B7 | GREEK SMALL LETTER ETA WITH PSILI                                        | GREEK SMALL LETTER ETA                         |
| U+1F21->U+03B7 | GREEK SMALL LETTER ETA WITH DASIA                                        | GREEK SMALL LETTER ETA                         |
| U+1F22->U+03B7 | GREEK SMALL LETTER ETA WITH PSILI AND VARIA                              | GREEK SMALL LETTER ETA                         |
| U+1F23->U+03B7 | GREEK SMALL LETTER ETA WITH DASIA AND VARIA                              | GREEK SMALL LETTER ETA                         |
| U+1F24->U+03B7 | GREEK SMALL LETTER ETA WITH PSILI AND OXIA                               | GREEK SMALL LETTER ETA                         |
| U+1F25->U+03B7 | GREEK SMALL LETTER ETA WITH DASIA AND OXIA                               | GREEK SMALL LETTER ETA                         |
| U+1F26->U+03B7 | GREEK SMALL LETTER ETA WITH PSILI AND PERISPOMENI                        | GREEK SMALL LETTER ETA                         |
| U+1F27->U+03B7 | GREEK SMALL LETTER ETA WITH DASIA AND PERISPOMENI                        | GREEK SMALL LETTER ETA                         |
| U+1F28->U+03B7 | GREEK CAPITAL LETTER ETA WITH PSILI                                      | GREEK SMALL LETTER ETA                         |
| U+1F29->U+03B7 | GREEK CAPITAL LETTER ETA WITH DASIA                                      | GREEK SMALL LETTER ETA                         |
| U+1F2A->U+03B7 | GREEK CAPITAL LETTER ETA WITH PSILI AND VARIA                            | GREEK SMALL LETTER ETA                         |
| U+1F2B->U+03B7 | GREEK CAPITAL LETTER ETA WITH DASIA AND VARIA                            | GREEK SMALL LETTER ETA                         |
| U+1F2C->U+03B7 | GREEK CAPITAL LETTER ETA WITH PSILI AND OXIA                             | GREEK SMALL LETTER ETA                         |
| U+1F2D->U+03B7 | GREEK CAPITAL LETTER ETA WITH DASIA AND OXIA                             | GREEK SMALL LETTER ETA                         |
| U+1F2E->U+03B7 | GREEK CAPITAL LETTER ETA WITH PSILI AND PERISPOMENI                      | GREEK SMALL LETTER ETA                         |
| U+1F2F->U+03B7 | GREEK CAPITAL LETTER ETA WITH DASIA AND PERISPOMENI                      | GREEK SMALL LETTER ETA                         |
| U+1F30->U+03B9 | GREEK SMALL LETTER IOTA WITH PSILI                                       | GREEK SMALL LETTER IOTA                        |
| U+1F31->U+03B9 | GREEK SMALL LETTER IOTA WITH DASIA                                       | GREEK SMALL LETTER IOTA                        |
| U+1F32->U+03B9 | GREEK SMALL LETTER IOTA WITH PSILI AND VARIA                             | GREEK SMALL LETTER IOTA                        |
| U+1F33->U+03B9 | GREEK SMALL LETTER IOTA WITH DASIA AND VARIA                             | GREEK SMALL LETTER IOTA                        |
| U+1F34->U+03B9 | GREEK SMALL LETTER IOTA WITH PSILI AND OXIA                              | GREEK SMALL LETTER IOTA                        |
| U+1F35->U+03B9 | GREEK SMALL LETTER IOTA WITH DASIA AND OXIA                              | GREEK SMALL LETTER IOTA                        |
| U+1F36->U+03B9 | GREEK SMALL LETTER IOTA WITH PSILI AND PERISPOMENI                       | GREEK SMALL LETTER IOTA                        |
| U+1F37->U+03B9 | GREEK SMALL LETTER IOTA WITH DASIA AND PERISPOMENI                       | GREEK SMALL LETTER IOTA                        |
| U+1F38->U+03B9 | GREEK CAPITAL LETTER IOTA WITH PSILI                                     | GREEK SMALL LETTER IOTA                        |
| U+1F39->U+03B9 | GREEK CAPITAL LETTER IOTA WITH DASIA                                     | GREEK SMALL LETTER IOTA                        |
| U+1F3A->U+03B9 | GREEK CAPITAL LETTER IOTA WITH PSILI AND VARIA                           | GREEK SMALL LETTER IOTA                        |
| U+1F3B->U+03B9 | GREEK CAPITAL LETTER IOTA WITH DASIA AND VARIA                           | GREEK SMALL LETTER IOTA                        |
| U+1F3C->U+03B9 | GREEK CAPITAL LETTER IOTA WITH PSILI AND OXIA                            | GREEK SMALL LETTER IOTA                        |
| U+1F3D->U+03B9 | GREEK CAPITAL LETTER IOTA WITH DASIA AND OXIA                            | GREEK SMALL LETTER IOTA                        |
| U+1F3E->U+03B9 | GREEK CAPITAL LETTER IOTA WITH PSILI AND PERISPOMENI                     | GREEK SMALL LETTER IOTA                        |
| U+1F3F->U+03B9 | GREEK CAPITAL LETTER IOTA WITH DASIA AND PERISPOMENI                     | GREEK SMALL LETTER IOTA                        |
| U+1F40->U+03BF | GREEK SMALL LETTER OMICRON WITH PSILI                                    | GREEK SMALL LETTER OMICRON                     |
| U+1F41->U+03BF | GREEK SMALL LETTER OMICRON WITH DASIA                                    | GREEK SMALL LETTER OMICRON                     |
| U+1F42->U+03BF | GREEK SMALL LETTER OMICRON WITH PSILI AND VARIA                          | GREEK SMALL LETTER OMICRON                     |
| U+1F43->U+03BF | GREEK SMALL LETTER OMICRON WITH DASIA AND VARIA                          | GREEK SMALL LETTER OMICRON                     |
| U+1F44->U+03BF | GREEK SMALL LETTER OMICRON WITH PSILI AND OXIA                           | GREEK SMALL LETTER OMICRON                     |
| U+1F45->U+03BF | GREEK SMALL LETTER OMICRON WITH DASIA AND OXIA                           | GREEK SMALL LETTER OMICRON                     |
| U+1F48->U+03BF | GREEK CAPITAL LETTER OMICRON WITH PSILI                                  | GREEK SMALL LETTER OMICRON                     |
| U+1F49->U+03BF | GREEK CAPITAL LETTER OMICRON WITH DASIA                                  | GREEK SMALL LETTER OMICRON                     |
| U+1F4A->U+03BF | GREEK CAPITAL LETTER OMICRON WITH PSILI AND VARIA                        | GREEK SMALL LETTER OMICRON                     |
| U+1F4B->U+03BF | GREEK CAPITAL LETTER OMICRON WITH DASIA AND VARIA                        | GREEK SMALL LETTER OMICRON                     |
| U+1F4C->U+03BF | GREEK CAPITAL LETTER OMICRON WITH PSILI AND OXIA                         | GREEK SMALL LETTER OMICRON                     |
| U+1F4D->U+03BF | GREEK CAPITAL LETTER OMICRON WITH DASIA AND OXIA                         | GREEK SMALL LETTER OMICRON                     |
| U+1F50->U+03C5 | GREEK SMALL LETTER UPSILON WITH PSILI                                    | GREEK SMALL LETTER UPSILON                     |
| U+1F51->U+03C5 | GREEK SMALL LETTER UPSILON WITH DASIA                                    | GREEK SMALL LETTER UPSILON                     |
| U+1F52->U+03C5 | GREEK SMALL LETTER UPSILON WITH PSILI AND VARIA                          | GREEK SMALL LETTER UPSILON                     |
| U+1F53->U+03C5 | GREEK SMALL LETTER UPSILON WITH DASIA AND VARIA                          | GREEK SMALL LETTER UPSILON                     |
| U+1F54->U+03C5 | GREEK SMALL LETTER UPSILON WITH PSILI AND OXIA                           | GREEK SMALL LETTER UPSILON                     |
| U+1F55->U+03C5 | GREEK SMALL LETTER UPSILON WITH DASIA AND OXIA                           | GREEK SMALL LETTER UPSILON                     |
| U+1F56->U+03C5 | GREEK SMALL LETTER UPSILON WITH PSILI AND PERISPOMENI                    | GREEK SMALL LETTER UPSILON                     |
| U+1F57->U+03C5 | GREEK SMALL LETTER UPSILON WITH DASIA AND PERISPOMENI                    | GREEK SMALL LETTER UPSILON                     |
| U+1F59->U+03C5 | GREEK CAPITAL LETTER UPSILON WITH DASIA                                  | GREEK SMALL LETTER UPSILON                     |
| U+1F5B->U+03C5 | GREEK CAPITAL LETTER UPSILON WITH DASIA AND VARIA                        | GREEK SMALL LETTER UPSILON                     |
| U+1F5D->U+03C5 | GREEK CAPITAL LETTER UPSILON WITH DASIA AND OXIA                         | GREEK SMALL LETTER UPSILON                     |
| U+1F5F->U+03C5 | GREEK CAPITAL LETTER UPSILON WITH DASIA AND PERISPOMENI                  | GREEK SMALL LETTER UPSILON                     |
| U+1F60->U+03C9 | GREEK SMALL LETTER OMEGA WITH PSILI                                      | GREEK SMALL LETTER OMEGA                       |
| U+1F61->U+03C9 | GREEK SMALL LETTER OMEGA WITH DASIA                                      | GREEK SMALL LETTER OMEGA                       |
| U+1F62->U+03C9 | GREEK SMALL LETTER OMEGA WITH PSILI AND VARIA                            | GREEK SMALL LETTER OMEGA                       |
| U+1F63->U+03C9 | GREEK SMALL LETTER OMEGA WITH DASIA AND VARIA                            | GREEK SMALL LETTER OMEGA                       |
| U+1F64->U+03C9 | GREEK SMALL LETTER OMEGA WITH PSILI AND OXIA                             | GREEK SMALL LETTER OMEGA                       |
| U+1F65->U+03C9 | GREEK SMALL LETTER OMEGA WITH DASIA AND OXIA                             | GREEK SMALL LETTER OMEGA                       |
| U+1F66->U+03C9 | GREEK SMALL LETTER OMEGA WITH PSILI AND PERISPOMENI                      | GREEK SMALL LETTER OMEGA                       |
| U+1F67->U+03C9 | GREEK SMALL LETTER OMEGA WITH DASIA AND PERISPOMENI                      | GREEK SMALL LETTER OMEGA                       |
| U+1F64->U+03C9 | GREEK SMALL LETTER OMEGA WITH PSILI AND OXIA                             | GREEK SMALL LETTER OMEGA                       |
| U+1F65->U+03C9 | GREEK SMALL LETTER OMEGA WITH DASIA AND OXIA                             | GREEK SMALL LETTER OMEGA                       |
| U+1F66->U+03C9 | GREEK SMALL LETTER OMEGA WITH PSILI AND PERISPOMENI                      | GREEK SMALL LETTER OMEGA                       |
| U+1F67->U+03C9 | GREEK SMALL LETTER OMEGA WITH DASIA AND PERISPOMENI                      | GREEK SMALL LETTER OMEGA                       |
| U+1F68->U+03C9 | GREEK CAPITAL LETTER OMEGA WITH PSILI                                    | GREEK SMALL LETTER OMEGA                       |
| U+1F69->U+03C9 | GREEK CAPITAL LETTER OMEGA WITH DASIA                                    | GREEK SMALL LETTER OMEGA                       |
| U+1F6A->U+03C9 | GREEK CAPITAL LETTER OMEGA WITH PSILI AND VARIA                          | GREEK SMALL LETTER OMEGA                       |
| U+1F6B->U+03C9 | GREEK CAPITAL LETTER OMEGA WITH DASIA AND VARIA                          | GREEK SMALL LETTER OMEGA                       |
| U+1F6C->U+03C9 | GREEK CAPITAL LETTER OMEGA WITH PSILI AND OXIA                           | GREEK SMALL LETTER OMEGA                       |
| U+1F6D->U+03C9 | GREEK CAPITAL LETTER OMEGA WITH DASIA AND OXIA                           | GREEK SMALL LETTER OMEGA                       |
| U+1F6E->U+03C9 | GREEK CAPITAL LETTER OMEGA WITH PSILI AND PERISPOMENI                    | GREEK SMALL LETTER OMEGA                       |
| U+1F6F->U+03C9 | GREEK CAPITAL LETTER OMEGA WITH DASIA AND PERISPOMENI                    | GREEK SMALL LETTER OMEGA                       |
| U+1F70->U+03B1 | GREEK SMALL LETTER ALPHA WITH VARIA                                      | GREEK SMALL LETTER ALPHA                       |
| U+1F71->U+03B1 | GREEK SMALL LETTER ALPHA WITH OXIA                                       | GREEK SMALL LETTER ALPHA                       |
| U+1F72->U+03B5 | GREEK SMALL LETTER EPSILON WITH VARIA                                    | GREEK SMALL LETTER EPSILON                     |
| U+1F73->U+03B5 | GREEK SMALL LETTER EPSILON WITH OXIA                                     | GREEK SMALL LETTER EPSILON                     |
| U+1F74->U+03B7 | GREEK SMALL LETTER ETA WITH VARIA                                        | GREEK SMALL LETTER ETA                         |
| U+1F75->U+03B7 | GREEK SMALL LETTER ETA WITH OXIA                                         | GREEK SMALL LETTER ETA                         |
| U+1F76->U+03B9 | GREEK SMALL LETTER IOTA WITH VARIA                                       | GREEK SMALL LETTER IOTA                        |
| U+1F77->U+03B9 | GREEK SMALL LETTER IOTA WITH OXIA                                        | GREEK SMALL LETTER IOTA                        |
| U+1F78->U+03BF | GREEK SMALL LETTER OMICRON WITH VARIA                                    | GREEK SMALL LETTER OMICRON                     |
| U+1F79->U+03BF | GREEK SMALL LETTER OMICRON WITH OXIA                                     | GREEK SMALL LETTER OMICRON                     |
| U+1F7A->U+03C5 | GREEK SMALL LETTER UPSILON WITH VARIA                                    | GREEK SMALL LETTER UPSILON                     |
| U+1F7B->U+03C5 | GREEK SMALL LETTER UPSILON WITH OXIA                                     | GREEK SMALL LETTER UPSILON                     |
| U+1F7C->U+03C9 | GREEK SMALL LETTER OMEGA WITH VARIA                                      | GREEK SMALL LETTER OMEGA                       |
| U+1F7D->U+03C9 | GREEK SMALL LETTER OMEGA WITH OXIA                                       | GREEK SMALL LETTER OMEGA                       |
| U+1F80->U+03B1 | GREEK SMALL LETTER ALPHA WITH PSILI AND YPOGEGRAMMENI                    | GREEK SMALL LETTER ALPHA                       |
| U+1F81->U+03B1 | GREEK SMALL LETTER ALPHA WITH DASIA AND YPOGEGRAMMENI                    | GREEK SMALL LETTER ALPHA                       |
| U+1F82->U+03B1 | GREEK SMALL LETTER ALPHA WITH PSILI AND VARIA AND YPOGEGRAMMENI          | GREEK SMALL LETTER ALPHA                       |
| U+1F83->U+03B1 | GREEK SMALL LETTER ALPHA WITH DASIA AND VARIA AND YPOGEGRAMMENI          | GREEK SMALL LETTER ALPHA                       |
| U+1F84->U+03B1 | GREEK SMALL LETTER ALPHA WITH PSILI AND OXIA AND YPOGEGRAMMENI           | GREEK SMALL LETTER ALPHA                       |
| U+1F85->U+03B1 | GREEK SMALL LETTER ALPHA WITH DASIA AND OXIA AND YPOGEGRAMMENI           | GREEK SMALL LETTER ALPHA                       |
| U+1F86->U+03B1 | GREEK SMALL LETTER ALPHA WITH PSILI AND PERISPOMENI AND YPOGEGRAMMENI    | GREEK SMALL LETTER ALPHA                       |
| U+1F87->U+03B1 | GREEK SMALL LETTER ALPHA WITH DASIA AND PERISPOMENI AND YPOGEGRAMMENI    | GREEK SMALL LETTER ALPHA                       |
